Customer ID,Total_Orders,First_Order_Date,Last_Order_Date,Total_Sales,Avg_Order_Value,Sales_Variance,Min_Order_Value,Max_Order_Value,Total_Profit,Avg_Profit,Total_Quantity,Avg_Quantity,Avg_Discount,Max_Discount,Category_<lambda>,Region_<lambda>,Order_Frequency,Profit_Margin
Customer-0019,4,2019-05-27,2025-06-07,6750.65,482.1892857142857,303.86197447232485,100.68,896.5,1130.83,80.77357142857143,88,6.285714285714286,0.10714285714285714,0.2,Office Supplies,West,0.0544464609800363,0.16751423936954218
Customer-0020,4,2020-05-17,2029-04-20,5511.35,501.0318181818182,318.64012072613144,45.3,966.31,959.78,87.25272727272727,50,4.545454545454546,0.08636363636363636,0.2,Furniture,Central,0.03679852805887765,0.17414608036143592
Customer-0021,4,2021-08-01,2028-03-28,6558.59,385.7994117647059,274.6394301277265,47.21,880.48,1186.86,69.81529411764706,93,5.470588235294118,0.10882352941176471,0.2,Furniture,East,0.049342105263157895,0.18096267642892755
Customer-0022,1,2022-07-28,2022-07-28,2843.9700000000003,568.7940000000001,283.344429767024,119.68,886.84,350.62,70.124,21,4.2,0.05,0.15,Furniture,East,30.0,0.12328540737068253
Customer-0023,1,2023-08-01,2023-08-01,1743.69,871.845,48.51459625720899,837.54,906.15,14.110000000000003,7.0550000000000015,9,4.5,0.025,0.05,Office Supplies,East,30.0,0.008092034708004292
Customer-0025,1,2030-09-08,2030-09-08,949.76,474.88,261.7002197171412,289.83,659.93,138.85,69.425,15,7.5,0.125,0.15,Office Supplies,East,30.0,0.1461948281671159
Customer-0026,3,2025-09-21,2034-01-12,4509.66,450.966,313.6202409567625,11.13,915.17,857.9,85.78999999999999,46,4.6,0.155,0.2,Furniture,Central,0.029644268774703556,0.19023607101200535
Customer-0028,2,2021-10-18,2026-12-11,2291.34,381.89000000000004,235.5120825775187,124.66,670.63,107.61,17.935,41,6.833333333333333,0.09166666666666667,0.2,Office Supplies,Central,0.031897926634768745,0.046963785383225536
Customer-0029,1,2022-08-24,2022-08-24,1918.8999999999999,479.72499999999997,416.9087601622206,36.76,898.89,291.83,72.9575,16,4.0,0.175,0.2,Office Supplies,South,30.0,0.15208192193444162
Customer-0030,1,2024-08-22,2024-08-22,2718.54,679.635,306.99995021715125,273.43,973.61,77.83000000000001,19.457500000000003,25,6.25,0.05,0.1,Furniture,Central,30.0,0.028629337806322517
Customer-0032,1,2024-09-05,2024-09-05,1485.3,742.65,2.3051681066681384,741.02,744.28,3.719999999999999,1.8599999999999994,13,6.5,0.1,0.2,Office Supplies,West,30.0,0.0025045445364572805
Customer-0035,3,2032-02-17,2033-07-21,6334.48,527.8733333333333,340.3821469341704,100.63,987.23,537.23,44.76916666666667,63,5.25,0.075,0.2,Furniture,East,0.17274472168905952,0.08481043432136498
Customer-0036,2,2026-06-26,2026-07-07,4011.75,501.46875,344.6151931165916,52.91,987.58,758.01,94.75125,42,5.25,0.1125,0.2,Technology,West,5.0,0.18894746681622732
Customer-0038,1,2033-10-22,2033-10-22,2398.2599999999998,599.5649999999999,185.61950283667213,376.58,830.12,592.2,148.05,11,2.75,0.1125,0.2,Office Supplies,West,30.0,0.24692902354206805
Customer-0039,3,2027-02-23,2032-05-23,5884.32,420.3085714285714,295.65867456233383,20.56,835.29,1242.72,88.76571428571428,69,4.928571428571429,0.09285714285714286,0.2,Furniture,Central,0.046948356807511735,0.21119177746961418
Customer-0040,1,2035-02-21,2035-02-21,2470.69,494.13800000000003,292.4708773023393,184.55,917.96,252.03999999999996,50.407999999999994,29,5.8,0.06999999999999999,0.2,Furniture,South,30.0,0.10201198855380479
Customer-0041,4,2019-10-01,2031-05-19,6888.58,529.8907692307693,289.4562473403519,119.55,879.3,1077.61,82.89307692307692,53,4.076923076923077,0.06923076923076923,0.2,Office Supplies,Central,0.028241939279830548,0.15643427237543875
Customer-0042,1,2033-07-11,2033-07-11,2120.97,530.2425,344.6146866066506,55.43,862.55,131.77,32.9425,18,4.5,0.0875,0.15,Furniture,East,30.0,0.06212723423716508
Customer-0043,4,2019-06-10,2033-10-13,8197.96,455.4422222222222,311.87145758083534,69.38,972.57,1469.74,81.65222222222222,91,5.055555555555555,0.09722222222222222,0.15,Furniture,Central,0.022900763358778626,0.1792811870270165
Customer-0044,2,2026-10-25,2031-02-02,4739.43,526.6033333333334,303.0990860263356,27.44,914.0,1062.14,118.01555555555557,46,5.111111111111111,0.1,0.2,Furniture,Central,0.03841229193341869,0.22410711836655464
Customer-0047,2,2029-05-25,2033-11-04,3210.33,458.61857142857144,291.572644603283,163.69,947.48,681.51,97.35857142857142,33,4.714285714285714,0.1142857142857143,0.2,Furniture,East,0.036923076923076927,0.21228658736017791
Customer-0049,4,2020-08-13,2034-12-21,7547.76,539.1257142857143,311.5760316325889,69.11,939.39,1398.04,99.86,61,4.357142857142857,0.11785714285714285,0.2,Technology,West,0.022883295194508012,0.1852258153412403
Customer-0050,2,2024-06-05,2028-08-03,4315.93,479.5477777777778,327.2422347351339,60.8,969.87,611.32,67.92444444444445,26,2.888888888888889,0.13333333333333333,0.2,Furniture,Central,0.03944773175542406,0.14164270504850635
Customer-0051,1,2028-05-29,2028-05-29,3656.91,731.382,234.911510935501,345.2,931.71,493.75,98.75,27,5.4,0.05,0.1,Office Supplies,Central,30.0,0.13501836249729965
Customer-0053,1,2023-09-04,2023-09-04,2824.84,564.9680000000001,123.27457531867631,384.41,716.93,122.75,24.55,27,5.4,0.1,0.2,Furniture,Central,30.0,0.04345378853315586
Customer-0055,2,2024-02-09,2025-12-21,2822.7,470.45,185.6183732285142,172.97,673.6,67.53999999999999,11.256666666666666,25,4.166666666666667,0.09166666666666667,0.2,Furniture,South,0.08797653958944282,0.023927445353739325
Customer-0056,1,2022-10-28,2022-10-28,775.33,387.665,359.4435900805577,133.5,641.83,222.09,111.045,13,6.5,0.2,0.2,Office Supplies,South,30.0,0.2864457714779513
Customer-0057,2,2021-07-11,2035-02-03,2973.15,424.7357142857143,302.21311045117056,41.93,782.4,698.28,99.75428571428571,27,3.857142857142857,0.1142857142857143,0.2,Technology,West,0.012106537530266344,0.23486201503455928
Customer-0058,2,2022-09-10,2032-02-10,2453.2200000000003,350.46000000000004,343.93926450271226,17.58,996.01,779.13,111.30428571428571,29,4.142857142857143,0.12142857142857143,0.2,Office Supplies,East,0.017436791630340016,0.31759483454398707
Customer-0059,1,2026-08-22,2026-08-22,742.88,371.44,197.01409137419586,232.13,510.75,141.08,70.54,10,5.0,0.05,0.05,Furniture,East,30.0,0.1899095412448848
Customer-0060,3,2027-12-29,2030-07-27,5212.85,473.8954545454546,293.49365394718967,80.44,853.78,943.52,85.77454545454545,42,3.8181818181818183,0.10909090909090909,0.2,Technology,West,0.09554140127388536,0.18099887777319507
Customer-0062,1,2023-08-18,2023-08-18,1699.3,424.825,229.15674017289268,298.81,768.31,330.83000000000004,82.70750000000001,13,3.25,0.0875,0.15,Office Supplies,Central,30.0,0.19468604719590424
Customer-0063,2,2019-11-14,2031-04-13,3335.33,476.4757142857143,328.3545027282324,92.19,932.06,226.38,32.339999999999996,39,5.571428571428571,0.09999999999999999,0.2,Technology,South,0.014391940513312544,0.06787334386702365
Customer-0065,3,2021-11-06,2034-09-09,4227.32,469.7022222222222,287.11728077467654,84.59,881.11,422.74,46.971111111111114,47,5.222222222222222,0.10555555555555556,0.2,Furniture,Central,0.019185674696226816,0.10000189245195538
Customer-0066,5,2019-05-29,2030-02-20,8927.9,595.1933333333333,289.9850592128268,17.25,975.01,1156.92,77.128,64,4.266666666666667,0.12333333333333334,0.2,Technology,Central,0.03825554705432287,0.12958478477581514
Customer-0067,2,2023-06-20,2025-12-14,1383.56,345.89,242.99329044234943,34.59,583.71,138.05,34.5125,19,4.75,0.1125,0.2,Furniture,South,0.066006600660066,0.09977883142039377
Customer-0068,2,2020-03-30,2028-08-09,4401.78,550.2225,173.25576055152027,331.28,792.5,260.95,32.61875,47,5.875,0.0875,0.2,Furniture,East,0.019639934533551555,0.05928283558015167
Customer-0069,1,2034-11-09,2034-11-09,1597.32,798.66,58.15246168478168,757.54,839.78,97.56,48.78,15,7.5,0.15,0.15,Office Supplies,South,30.0,0.0610773044850124
Customer-0070,3,2021-09-19,2027-05-18,4810.34,601.2925,299.2714780811181,89.96,999.17,865.06,108.1325,45,5.625,0.15,0.2,Office Supplies,South,0.043520309477756286,0.17983344212675192
Customer-0072,1,2030-07-28,2030-07-28,1429.34,476.44666666666666,165.73131578954332,323.9,652.79,389.65999999999997,129.88666666666666,14,4.666666666666667,0.08333333333333333,0.15,Technology,East,30.0,0.2726153329508724
Customer-0073,4,2022-10-19,2034-10-21,5786.36,361.6475,279.52327691983004,27.19,797.75,1158.92,72.4325,54,3.375,0.078125,0.2,Furniture,Central,0.027359781121751026,0.20028480772022483
Customer-0074,1,2032-02-27,2032-02-27,3124.1,624.8199999999999,230.66893202163138,373.5,955.82,576.1,115.22,33,6.6,0.13,0.2,Office Supplies,Central,30.0,0.18440510867129734
Customer-0075,2,2023-07-04,2031-04-12,4324.89,540.61125,295.90761407852096,136.59,971.09,696.88,87.11,43,5.375,0.11875000000000001,0.2,Office Supplies,South,0.02112676056338028,0.16113242186506477
Customer-0076,3,2019-09-20,2028-02-25,5248.49,524.8489999999999,297.4397162246121,84.68,982.06,649.3,64.92999999999999,48,4.8,0.095,0.2,Furniture,South,0.029211295034079845,0.12371177233832968
Customer-0077,1,2022-10-01,2022-10-01,798.32,399.16,338.7607167308512,159.62,638.7,242.77999999999997,121.38999999999999,14,7.0,0.05,0.1,Office Supplies,Central,30.0,0.3041136386411464
Customer-0078,1,2028-07-08,2028-07-08,1164.63,388.21000000000004,342.7249300824205,48.13,733.52,332.51,110.83666666666666,18,6.0,0.03333333333333333,0.1,Technology,Central,30.0,0.2855069850510462
Customer-0079,3,2021-06-13,2028-12-08,3152.77,394.09625,323.879417902823,45.5,987.58,459.34999999999997,57.418749999999996,40,5.0,0.07500000000000001,0.2,Office Supplies,West,0.03289473684210526,0.14569727572896213
Customer-0080,1,2033-01-14,2033-01-14,2379.33,475.866,359.8907272075789,81.5,833.67,418.76,83.752,27,5.4,0.06,0.15,Technology,Central,30.0,0.17599912580432306
Customer-0081,1,2029-02-19,2029-02-19,1261.3600000000001,420.4533333333334,343.86143522258106,103.99,786.36,57.02,19.006666666666668,13,4.333333333333333,0.11666666666666665,0.15,Furniture,Central,30.0,0.045205175366271326
Customer-0082,1,2031-02-12,2031-02-12,2200.9700000000003,733.6566666666668,313.7800430768874,383.19,988.5,341.24,113.74666666666667,15,5.0,0.18333333333333335,0.2,Technology,Central,30.0,0.15504073204087288
Customer-0083,2,2020-04-15,2031-06-16,2774.48,346.81,246.77678444873445,82.41,857.25,369.35,46.16875,42,5.25,0.06875,0.15,Furniture,East,0.014705882352941176,0.133124044866065
Customer-0084,5,2020-07-06,2029-12-28,12078.53,603.9265,282.3462965239486,54.9,967.02,1521.46,76.07300000000001,106,5.3,0.1,0.2,Technology,South,0.04331504475887959,0.1259640038978253
Customer-0085,1,2022-12-16,2022-12-16,3009.98,601.996,157.34707506019933,427.4,841.23,-1.5500000000000043,-0.31000000000000083,16,3.2,0.11000000000000001,0.15,Office Supplies,South,30.0,-0.0005149535877314814
Customer-0086,2,2020-10-25,2021-03-15,5107.62,510.762,342.8387819952696,56.57,909.32,578.29,57.82899999999999,60,6.0,0.095,0.2,Technology,Central,0.4225352112676056,0.11322103053868533
Customer-0087,3,2027-12-11,2029-05-06,5689.67,632.1855555555555,312.9591272479168,112.65,995.25,636.65,70.73888888888888,39,4.333333333333333,0.05,0.15,Office Supplies,Central,0.17543859649122806,0.11189576899890502
Customer-0088,1,2032-01-02,2032-01-02,1605.6399999999999,535.2133333333333,260.87365569051485,326.51,827.68,269.0,89.66666666666667,15,5.0,0.08333333333333333,0.15,Furniture,South,30.0,0.16753444109513965
Customer-0089,2,2027-01-10,2030-09-26,1577.13,262.855,130.29756110534072,100.17,454.85,626.88,104.48,31,5.166666666666667,0.14166666666666666,0.2,Furniture,East,0.04424778761061947,0.3974815012078903
Customer-0090,1,2020-08-29,2020-08-29,2841.7,568.3399999999999,200.427867448616,348.34,886.43,369.3,73.86,21,4.2,0.039999999999999994,0.15,Technology,East,30.0,0.12995741985431258
Customer-0092,2,2023-03-12,2032-08-12,3142.14,448.8771428571428,283.96064168086656,66.11,930.15,483.99,69.14142857142858,29,4.142857142857143,0.1142857142857143,0.2,Furniture,South,0.017431725740848343,0.15403196547575856
Customer-0093,1,2024-01-30,2024-01-30,2664.7,666.175,355.12993955264693,136.66,873.56,488.28,122.07,19,4.75,0.075,0.15,Office Supplies,South,30.0,0.18324013960295718
Customer-0095,1,2024-01-02,2024-01-02,2207.8199999999997,551.9549999999999,166.6345977480867,302.56,646.74,136.06,34.015,21,5.25,0.0875,0.15,Furniture,Central,30.0,0.061626400702955865
Customer-0097,2,2022-06-04,2030-11-23,3222.8,537.1333333333333,294.7006273265577,168.89,824.82,426.55,71.09166666666667,30,5.0,0.13333333333333333,0.2,Technology,East,0.019386106623586433,0.1323538537917339
Customer-0098,1,2024-08-13,2024-08-13,1148.44,574.22,380.0698948877693,305.47,842.97,122.4,61.2,10,5.0,0.07500000000000001,0.1,Office Supplies,East,30.0,0.10657935982724391
Customer-0099,1,2022-09-15,2022-09-15,2090.96,522.74,211.5828030188969,339.43,795.51,274.91999999999996,68.72999999999999,23,5.75,0.0875,0.15,Technology,Central,30.0,0.13148027700195122
Customer-0100,1,2031-10-03,2031-10-03,1544.53,386.1325,277.58154193858064,26.59,691.87,52.2,13.05,23,5.75,0.075,0.15,Technology,East,30.0,0.03379668896039572
Customer-0101,4,2021-06-18,2030-04-29,5599.24,466.6033333333333,271.5040886795206,51.43,851.96,959.57,79.96416666666667,47,3.9166666666666665,0.1125,0.2,Technology,Central,0.03705991352686844,0.17137504375593832
Customer-0102,4,2023-02-09,2027-09-06,6758.07,450.53799999999995,302.25294183136464,24.16,934.07,1468.26,97.884,76,5.066666666666666,0.10666666666666667,0.2,Technology,Central,0.0718132854578097,0.21726025329716916
Customer-0103,1,2026-06-13,2026-06-13,1273.6,424.5333333333333,221.50689206734253,176.27,601.95,273.68,91.22666666666667,11,3.6666666666666665,0.16666666666666666,0.2,Furniture,Central,30.0,0.21488693467336686
Customer-0104,3,2024-05-23,2034-09-24,7852.8,654.4,277.9457338140928,202.25,969.08,890.66,74.22166666666666,67,5.583333333333333,0.09999999999999999,0.2,Technology,East,0.02382843526608419,0.1134194172779136
Customer-0105,2,2024-08-16,2031-10-18,3044.8199999999997,507.46999999999997,342.83213542490444,32.15,979.29,645.72,107.62,24,4.0,0.13333333333333333,0.2,Technology,Central,0.022900763358778626,0.21207164955563879
Customer-0106,1,2028-06-06,2028-06-06,2718.21,679.5525,283.8675658794666,294.43,930.92,19.429999999999993,4.857499999999998,21,5.25,0.125,0.2,Furniture,East,30.0,0.007148086424522017
Customer-0107,2,2024-05-31,2034-11-12,2264.17,566.0425,388.4625411692441,151.36,903.68,517.8100000000001,129.45250000000001,18,4.5,0.08750000000000001,0.2,Technology,West,0.01571503404924044,0.22869749179611074
Customer-0108,3,2025-04-19,2033-04-19,4965.1,496.51000000000005,278.3879951913636,101.97,987.11,1192.6399999999999,119.26399999999998,48,4.8,0.08,0.2,Office Supplies,West,0.030790283954840916,0.24020462830557285
Customer-0109,3,2025-09-14,2030-03-30,4595.24,459.524,312.5669140520154,60.17,886.36,563.74,56.374,61,6.1,0.095,0.2,Office Supplies,East,0.054249547920433995,0.1226791201330072
Customer-0110,1,2023-12-16,2023-12-16,1025.97,512.985,214.28871003858325,361.46,664.51,342.23,171.115,11,5.5,0.15000000000000002,0.2,Office Supplies,East,30.0,0.33356725830189965
Customer-0111,1,2025-07-04,2025-07-04,2793.06,558.612,452.2846467878387,16.79,958.49,698.22,139.644,26,5.2,0.1,0.2,Office Supplies,Central,30.0,0.24998388863826773
Customer-0112,2,2022-06-06,2028-05-23,3650.78,521.5400000000001,223.28668015207117,265.85,958.71,373.67999999999995,53.382857142857134,25,3.5714285714285716,0.08571428571428573,0.2,Office Supplies,Central,0.027535566773749427,0.10235620881017206
Customer-0113,4,2020-12-16,2031-03-10,9273.24,545.484705882353,286.1279857012778,88.14,987.24,1762.36,103.66823529411764,106,6.235294117647059,0.10588235294117647,0.2,Office Supplies,South,0.03211131924003211,0.1900479228403449
Customer-0114,2,2033-10-06,2034-05-18,2929.18,585.836,181.54998947948192,353.58,775.88,478.62,95.724,33,6.6,0.17,0.2,Furniture,South,0.26666666666666666,0.16339726476351746
Customer-0115,1,2030-02-21,2030-02-21,1532.81,766.405,112.74817626019504,686.68,846.13,97.18,48.59,8,4.0,0.1,0.15,Office Supplies,Central,30.0,0.06339989953092687
Customer-0116,1,2023-04-18,2023-04-18,935.85,467.925,364.93073870256535,209.88,725.97,138.72,69.36,6,3.0,0.2,0.2,Furniture,East,30.0,0.14822888283378746
Customer-0117,4,2027-10-11,2032-04-11,6634.08,414.63,328.27163524536604,12.18,997.92,1237.3400000000001,77.33375000000001,83,5.1875,0.128125,0.2,Furniture,East,0.07294832826747721,0.18651267395026894
Customer-0118,3,2020-05-29,2027-05-15,5288.47,440.7058333333334,257.66455121686386,99.88,999.96,868.22,72.35166666666667,53,4.416666666666667,0.08333333333333333,0.2,Technology,Central,0.03539127015336217,0.16417224641531483
Customer-0119,4,2019-07-26,2035-01-27,7306.02,429.7658823529412,300.9018495925794,47.49,868.97,1812.96,106.64470588235294,73,4.294117647058823,0.07941176470588236,0.2,Technology,West,0.021182700794351278,0.24814604942225726
Customer-0120,2,2024-11-20,2035-01-25,3652.0699999999997,730.414,297.76677741145,232.87,990.66,603.11,120.622,27,5.4,0.1,0.2,Office Supplies,Central,0.016133369185264857,0.16514196058673575
Customer-0121,1,2020-01-27,2020-01-27,2437.5,487.5,297.3073268521985,103.9,900.52,324.2,64.84,25,5.0,0.06999999999999999,0.15,Furniture,Central,30.0,0.1330051282051282
Customer-0122,1,2028-05-14,2028-05-14,2134.9,533.725,346.5450310806183,242.15,976.69,-55.040000000000006,-13.760000000000002,22,5.5,0.125,0.2,Furniture,Central,30.0,-0.025781067028900654
Customer-0124,5,2021-07-13,2032-04-29,10859.21,603.2894444444444,252.99436788597916,191.81,951.18,1724.24,95.7911111111111,99,5.5,0.11666666666666667,0.2,Office Supplies,West,0.03803245436105476,0.15878134781443587
Customer-0126,1,2035-03-13,2035-03-13,998.0899999999999,499.04499999999996,133.24013077898118,404.83,593.26,287.11,143.555,15,7.5,0.1,0.15,Office Supplies,Central,30.0,0.28765942951036483
Customer-0127,3,2019-10-22,2033-11-03,6985.64,498.9742857142857,330.8882011685026,17.08,995.56,1145.9,81.85000000000001,65,4.642857142857143,0.08928571428571429,0.2,Furniture,East,0.017554125219426564,0.16403650918169274
Customer-0128,2,2020-05-19,2022-09-04,5118.21,511.821,264.06272493271155,161.07,824.5,632.12,63.212,48,4.8,0.09,0.2,Office Supplies,West,0.07151370679380215,0.12350411569669865
Customer-0129,5,2022-09-20,2034-04-07,8242.0,457.8888888888889,366.5794879837899,19.28,969.55,1105.98,61.443333333333335,79,4.388888888888889,0.09166666666666667,0.2,Furniture,Central,0.03556187766714083,0.1341883038097549
Customer-0130,5,2019-02-04,2027-01-12,10248.15,602.8323529411764,308.9931087121809,91.58,996.2,1539.07,90.5335294117647,74,4.352941176470588,0.11470588235294119,0.2,Furniture,Central,0.05172413793103448,0.15018027644013798
Customer-0131,3,2020-09-06,2034-09-06,4839.58,403.29833333333335,241.63301824473535,20.22,743.44,995.76,82.98,57,4.75,0.09999999999999999,0.2,Furniture,East,0.01759874853343762,0.2057533918232574
Customer-0132,3,2028-11-18,2032-06-17,5497.04,549.704,388.1261151052151,34.8,960.58,731.09,73.10900000000001,40,4.0,0.09,0.2,Furniture,South,0.06880733944954129,0.1329970311294806
Customer-0133,2,2024-08-24,2031-02-20,2585.2200000000003,517.0440000000001,279.96141632374986,183.04,933.28,348.43,69.686,31,6.2,0.08,0.1,Furniture,West,0.025295109612141653,0.13477769783616095
Customer-0134,1,2021-08-11,2021-08-11,954.9200000000001,318.3066666666667,350.7253833604482,32.96,709.86,367.86,122.62,15,5.0,0.15,0.2,Technology,West,30.0,0.38522598751727893
Customer-0136,2,2026-10-03,2031-03-03,5503.8,611.5333333333333,320.3483705280862,149.78,970.76,741.91,82.43444444444444,53,5.888888888888889,0.07222222222222223,0.15,Office Supplies,South,0.037197768133911964,0.13479959300846686
Customer-0137,1,2027-04-19,2027-04-19,1606.12,535.3733333333333,239.4543393495581,270.37,736.2,222.95999999999998,74.32,18,6.0,0.08333333333333333,0.15,Technology,East,30.0,0.13881901725898438
Customer-0138,2,2026-06-01,2033-02-01,4296.76,477.4177777777778,246.05498124290116,88.32,831.92,607.73,67.52555555555556,39,4.333333333333333,0.08333333333333333,0.2,Office Supplies,South,0.024610336341263334,0.14143913088001192
Customer-0141,2,2028-03-08,2030-11-20,3026.9,605.38,76.77722416185674,527.92,698.38,206.08999999999997,41.217999999999996,34,6.8,0.1,0.2,Technology,West,0.06072874493927126,0.06808616075853183
Customer-0142,3,2019-06-14,2033-10-04,3930.3300000000004,393.033,282.60290145754385,38.73,888.82,752.82,75.28200000000001,63,6.3,0.135,0.2,Office Supplies,East,0.017218289649894778,0.19154116829884513
Customer-0143,3,2020-09-15,2027-01-17,2833.09,354.13625,313.4122849236632,14.48,944.19,945.6,118.2,43,5.375,0.11875,0.2,Furniture,South,0.038860103626943004,0.33376984140990934
Customer-0144,2,2020-03-17,2021-12-05,4595.37,510.59666666666664,370.14288582248884,64.19,940.87,263.65000000000003,29.294444444444448,25,2.7777777777777777,0.05555555555555555,0.15,Furniture,East,0.09538950715421304,0.05737296452733948
Customer-0145,2,2022-07-15,2023-05-05,3552.19,592.0316666666666,212.8699891874537,227.44,741.7,735.69,122.61500000000001,38,6.333333333333333,0.09999999999999999,0.2,Furniture,Central,0.20338983050847456,0.20710885397459033
Customer-0146,2,2021-04-07,2023-09-12,6098.08,609.808,293.84387403290657,164.01,994.86,435.19,43.519,64,6.4,0.09,0.2,Furniture,South,0.06749156355455568,0.07136508540393041
Customer-0147,1,2028-07-06,2028-07-06,2748.5299999999997,549.7059999999999,371.3914417834638,109.36,894.51,836.77,167.35399999999998,25,5.0,0.1,0.2,Furniture,West,30.0,0.30444273848202497
Customer-0148,2,2029-01-23,2034-04-17,3639.21,519.8871428571429,332.2171188000545,70.77,976.43,268.15999999999997,38.308571428571426,38,5.428571428571429,0.0642857142857143,0.15,Technology,East,0.031397174254317116,0.07368632203142989
Customer-0149,5,2021-11-29,2035-02-03,11840.19,563.8185714285714,298.3460214128171,87.04,974.75,1608.76,76.60761904761905,99,4.714285714285714,0.10238095238095238,0.2,Furniture,East,0.03115264797507788,0.13587281960846911
Customer-0151,1,2034-04-24,2034-04-24,2443.24,814.4133333333333,130.6047910045161,690.59,950.88,202.6,67.53333333333333,23,7.666666666666667,0.11666666666666665,0.2,Furniture,East,30.0,0.08292267644603069
Customer-0152,2,2026-05-25,2033-03-19,5516.01,689.50125,240.93298003727688,244.91,955.33,939.22,117.4025,39,4.875,0.09375,0.15,Office Supplies,Central,0.024086712163789645,0.1702716274988624
Customer-0153,1,2026-10-19,2026-10-19,2255.91,751.9699999999999,117.14888774546688,625.15,856.14,231.42,77.14,14,4.666666666666667,0.05000000000000001,0.1,Technology,Central,30.0,0.10258387967605091
Customer-0154,5,2020-09-01,2035-05-17,8726.89,436.3445,319.0964290069696,25.27,992.24,1392.15,69.6075,105,5.25,0.10250000000000001,0.2,Furniture,East,0.027922561429635145,0.15952418330012183
Customer-0155,1,2021-03-08,2021-03-08,835.0,417.5,518.4931183728478,50.87,784.13,-33.910000000000004,-16.955000000000002,16,8.0,0.125,0.2,Office Supplies,East,30.0,-0.040610778443113775
Customer-0156,5,2022-05-28,2032-11-11,8561.89,503.6405882352941,274.1751894425941,82.12,928.81,991.44,58.32,81,4.764705882352941,0.11764705882352941,0.2,Furniture,Central,0.03925673907354096,0.11579686260860629
Customer-0158,1,2033-08-09,2033-08-09,2084.88,521.22,226.04132188606576,244.9,797.04,-0.6499999999999986,-0.16249999999999964,18,4.5,0.1125,0.15,Technology,Central,30.0,-0.0003117685430336511
Customer-0159,3,2022-02-21,2028-02-10,2837.02,354.6275,230.13089317355275,67.28,630.24,833.65,104.20625,42,5.25,0.10625000000000001,0.2,Office Supplies,West,0.04126547455295736,0.29384706487793527
Customer-0160,3,2019-04-30,2035-02-07,6120.29,510.02416666666664,302.0976432593918,114.41,981.74,726.85,60.57083333333333,62,5.166666666666667,0.125,0.2,Technology,Central,0.015616866215512754,0.1187607123191875
Customer-0161,5,2024-11-13,2033-01-03,5360.78,382.91285714285715,236.15735101275723,35.25,921.52,928.43,66.31642857142857,76,5.428571428571429,0.07857142857142858,0.2,Office Supplies,Central,0.05043712172158709,0.17318934931110772
