Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,YearMonth
31,OD-000011,2034-04-10,2034-04-11,Same Day,Customer-0250,Customer-0250,Corporate,United States,Houston,California,22828,Central,PROD-9931,Furniture,Bookcases,Bookcases - Item 60,403.67,1,0.15,63.73,2034-04
32,OD-000011,2034-04-10,2034-04-11,Same Day,Customer-0250,Customer-0250,Corporate,United States,Houston,Illinois,42245,East,PROD-6818,Technology,Phones,Phones - Item 47,809.08,2,0.2,16.4,2034-04
33,OD-000012,2028-06-06,2028-06-10,Standard Class,Customer-0117,Customer-0117,Home Office,United States,Houston,Texas,63554,East,PROD-3207,Furniture,Chairs,Chairs - Item 75,831.47,7,0.0,22.79,2028-06
34,OD-000012,2028-06-06,2028-06-11,Second Class,Customer-0117,Customer-0117,Home Office,United States,Houston,California,12204,West,PROD-6345,Furniture,Furnishings,Furnishings - Item 28,478.67,7,0.15,-35.54,2028-06
35,OD-000012,2028-06-06,2028-06-08,Same Day,Customer-0117,Customer-0117,Consumer,United States,San Antonio,Arizona,36423,South,PROD-7683,Office Supplies,Supplies,Supplies - Item 22,372.02,7,0.05,174.02,2028-06
36,OD-000012,2028-06-06,2028-06-07,Second Class,Customer-0117,Customer-0117,Home Office,United States,Phoenix,Illinois,98330,East,PROD-4764,Furniture,Tables,Tables - Item 72,639.6,1,0.0,186.85,2028-06
37,OD-000012,2028-06-06,2028-06-12,Same Day,Customer-0117,Customer-0117,Corporate,United States,Houston,New York,28990,Central,PROD-5781,Technology,Phones,Phones - Item 26,155.83,5,0.15,107.73,2028-06
38,OD-000013,2027-09-07,2027-09-13,Standard Class,Customer-0866,Customer-0866,Corporate,United States,Philadelphia,Pennsylvania,94565,West,PROD-7353,Office Supplies,Labels,Labels - Item 78,551.11,3,0.2,70.33,2027-09
39,OD-000013,2027-09-07,2027-09-12,First Class,Customer-0866,Customer-0866,Consumer,United States,New York,California,82010,East,PROD-5958,Office Supplies,Binders,Binders - Item 28,662.52,9,0.15,187.86,2027-09
40,OD-000013,2027-09-07,2027-09-10,Second Class,Customer-0866,Customer-0866,Corporate,United States,New York,Texas,97178,East,PROD-8186,Office Supplies,Storage,Storage - Item 87,82.35,6,0.05,195.29,2027-09
41,OD-000013,2027-09-07,2027-09-11,Same Day,Customer-0866,Customer-0866,Home Office,United States,Phoenix,Illinois,38001,East,PROD-9436,Office Supplies,Storage,Storage - Item 80,977.53,7,0.2,163.56,2027-09
42,OD-000014,2026-12-29,2027-01-01,Same Day,Customer-0512,Customer-0512,Corporate,United States,Philadelphia,Arizona,37691,East,PROD-3468,Technology,Accessories,Accessories - Item 74,786.58,5,0.05,30.42,2026-12
43,OD-000014,2026-12-29,2026-12-31,First Class,Customer-0512,Customer-0512,Home Office,United States,Philadelphia,Arizona,91050,East,PROD-5444,Furniture,Furnishings,Furnishings - Item 67,895.7,4,0.0,-11.55,2026-12
44,OD-000014,2026-12-29,2027-01-01,Second Class,Customer-0512,Customer-0512,Home Office,United States,New York,California,63574,East,PROD-3451,Technology,Phones,Phones - Item 94,919.24,1,0.1,18.89,2026-12
45,OD-000015,2019-05-11,2019-05-16,First Class,Customer-0740,Customer-0740,Corporate,United States,Houston,New York,61313,East,PROD-9345,Office Supplies,Storage,Storage - Item 20,110.79,9,0.0,7.17,2019-05
46,OD-000015,2019-05-11,2019-05-12,Standard Class,Customer-0740,Customer-0740,Corporate,United States,Los Angeles,California,44540,East,PROD-3780,Furniture,Bookcases,Bookcases - Item 68,585.81,8,0.1,56.88,2019-05
47,OD-000016,2023-08-13,2023-08-18,Second Class,Customer-0578,Customer-0578,Home Office,United States,Los Angeles,Texas,60574,West,PROD-4180,Office Supplies,Binders,Binders - Item 93,262.76,3,0.15,109.01,2023-08
48,OD-000016,2023-08-13,2023-08-16,Same Day,Customer-0578,Customer-0578,Corporate,United States,San Antonio,Illinois,56976,Central,PROD-4607,Technology,Phones,Phones - Item 24,658.1,3,0.05,168.97,2023-08
49,OD-000016,2023-08-13,2023-08-18,Same Day,Customer-0578,Customer-0578,Home Office,United States,Phoenix,Arizona,47726,West,PROD-5276,Technology,Machines,Machines - Item 62,536.7,9,0.15,80.63,2023-08
50,OD-000016,2023-08-13,2023-08-18,Standard Class,Customer-0578,Customer-0578,Corporate,United States,San Diego,Texas,95076,East,PROD-5307,Technology,Machines,Machines - Item 3,883.91,6,0.15,191.71,2023-08
51,OD-000016,2023-08-13,2023-08-19,First Class,Customer-0578,Customer-0578,Home Office,United States,Houston,Texas,95160,East,PROD-7028,Office Supplies,Storage,Storage - Item 87,613.53,5,0.0,13.2,2023-08
52,OD-000017,2021-02-08,2021-02-14,Standard Class,Customer-0335,Customer-0335,Corporate,United States,Phoenix,California,25088,South,PROD-4273,Office Supplies,Labels,Labels - Item 32,175.65,9,0.0,188.06,2021-02
53,OD-000017,2021-02-08,2021-02-10,Second Class,Customer-0335,Customer-0335,Consumer,United States,New York,Texas,97599,South,PROD-1152,Office Supplies,Binders,Binders - Item 21,564.49,1,0.0,127.12,2021-02
54,OD-000017,2021-02-08,2021-02-11,Same Day,Customer-0335,Customer-0335,Consumer,United States,New York,Texas,30583,Central,PROD-8263,Technology,Accessories,Accessories - Item 39,467.1,1,0.05,132.25,2021-02
55,OD-000017,2021-02-08,2021-02-14,Standard Class,Customer-0335,Customer-0335,Consumer,United States,Los Angeles,Illinois,76216,East,PROD-3120,Technology,Copiers,Copiers - Item 13,221.26,4,0.15,-10.67,2021-02
56,OD-000018,2025-07-19,2025-07-20,Standard Class,Customer-0418,Customer-0418,Home Office,United States,Los Angeles,Texas,95091,South,PROD-2151,Technology,Phones,Phones - Item 68,390.51,3,0.1,159.75,2025-07
57,OD-000018,2025-07-19,2025-07-25,Second Class,Customer-0418,Customer-0418,Consumer,United States,Philadelphia,California,47564,Central,PROD-7871,Technology,Phones,Phones - Item 59,506.08,6,0.0,83.57,2025-07
58,OD-000019,2034-05-13,2034-05-16,Same Day,Customer-0932,Customer-0932,Home Office,United States,Chicago,California,66408,South,PROD-8262,Technology,Phones,Phones - Item 68,628.78,2,0.1,75.38,2034-05
59,OD-000019,2034-05-13,2034-05-19,Same Day,Customer-0932,Customer-0932,Home Office,United States,Chicago,California,34335,Central,PROD-5690,Furniture,Chairs,Chairs - Item 51,22.04,8,0.15,-3.27,2034-05
60,OD-000019,2034-05-13,2034-05-17,Second Class,Customer-0932,Customer-0932,Consumer,United States,Chicago,Arizona,26523,East,PROD-3949,Technology,Copiers,Copiers - Item 97,436.23,5,0.1,38.96,2034-05
61,OD-000019,2034-05-13,2034-05-15,Same Day,Customer-0932,Customer-0932,Consumer,United States,Chicago,Pennsylvania,36049,West,PROD-3606,Office Supplies,Storage,Storage - Item 39,945.0,4,0.1,146.32,2034-05
62,OD-000019,2034-05-13,2034-05-18,Same Day,Customer-0932,Customer-0932,Consumer,United States,San Diego,California,90702,West,PROD-5456,Office Supplies,Binders,Binders - Item 57,21.37,1,0.05,192.67,2034-05
63,OD-000020,2025-08-30,2025-09-01,Same Day,Customer-0774,Customer-0774,Consumer,United States,New York,Illinois,97728,South,PROD-8162,Office Supplies,Labels,Labels - Item 3,213.28,9,0.1,17.13,2025-08
64,OD-000020,2025-08-30,2025-09-03,Same Day,Customer-0774,Customer-0774,Corporate,United States,Philadelphia,Pennsylvania,70710,Central,PROD-2518,Furniture,Tables,Tables - Item 20,304.32,6,0.15,99.76,2025-08
65,OD-000021,2033-07-17,2033-07-18,Same Day,Customer-0295,Customer-0295,Corporate,United States,New York,Illinois,46963,Central,PROD-3555,Technology,Machines,Machines - Item 2,867.43,1,0.1,-23.52,2033-07
66,OD-000021,2033-07-17,2033-07-19,Standard Class,Customer-0295,Customer-0295,Home Office,United States,Chicago,Pennsylvania,12994,South,PROD-2271,Office Supplies,Storage,Storage - Item 22,628.95,9,0.2,52.04,2033-07
67,OD-000021,2033-07-17,2033-07-18,Standard Class,Customer-0295,Customer-0295,Home Office,United States,New York,New York,75618,East,PROD-8817,Office Supplies,Binders,Binders - Item 36,728.47,6,0.0,74.51,2033-07
68,OD-000021,2033-07-17,2033-07-20,Second Class,Customer-0295,Customer-0295,Corporate,United States,Chicago,Texas,17674,East,PROD-8294,Office Supplies,Binders,Binders - Item 25,439.68,4,0.2,78.18,2033-07
69,OD-000021,2033-07-17,2033-07-20,Second Class,Customer-0295,Customer-0295,Home Office,United States,San Diego,Texas,54816,Central,PROD-3424,Office Supplies,Labels,Labels - Item 41,249.6,4,0.2,-27.15,2033-07
70,OD-000022,2032-10-30,2032-11-03,First Class,Customer-0938,Customer-0938,Home Office,United States,New York,New York,31869,East,PROD-3346,Furniture,Furnishings,Furnishings - Item 48,912.06,2,0.1,3.84,2032-10
71,OD-000022,2032-10-30,2032-10-31,First Class,Customer-0938,Customer-0938,Corporate,United States,Philadelphia,California,76897,West,PROD-5370,Technology,Copiers,Copiers - Item 36,933.38,8,0.1,104.2,2032-10
72,OD-000023,2022-03-30,2022-04-02,Second Class,Customer-0755,Customer-0755,Corporate,United States,New York,New York,53516,West,PROD-8786,Technology,Copiers,Copiers - Item 89,340.27,1,0.2,116.62,2022-03
73,OD-000023,2022-03-30,2022-04-02,Standard Class,Customer-0755,Customer-0755,Corporate,United States,Phoenix,California,14458,Central,PROD-6307,Technology,Accessories,Accessories - Item 40,448.12,5,0.15,54.85,2022-03
74,OD-000024,2031-06-22,2031-06-25,Second Class,Customer-0371,Customer-0371,Home Office,United States,New York,Texas,45842,West,PROD-9312,Office Supplies,Binders,Binders - Item 1,924.79,5,0.2,-32.38,2031-06
75,OD-000024,2031-06-22,2031-06-24,Same Day,Customer-0371,Customer-0371,Consumer,United States,Los Angeles,Texas,74450,East,PROD-1802,Office Supplies,Labels,Labels - Item 68,296.3,4,0.15,12.49,2031-06
76,OD-000024,2031-06-22,2031-06-24,First Class,Customer-0371,Customer-0371,Consumer,United States,Phoenix,Arizona,36489,South,PROD-4927,Furniture,Bookcases,Bookcases - Item 25,829.84,7,0.2,31.69,2031-06
77,OD-000024,2031-06-22,2031-06-24,Standard Class,Customer-0371,Customer-0371,Corporate,United States,Los Angeles,Texas,21087,East,PROD-8024,Office Supplies,Storage,Storage - Item 85,904.52,6,0.1,157.22,2031-06
78,OD-000025,2028-04-08,2028-04-11,Second Class,Customer-0186,Customer-0186,Consumer,United States,San Antonio,Pennsylvania,69848,East,PROD-2700,Office Supplies,Labels,Labels - Item 87,187.46,4,0.2,-8.68,2028-04
79,OD-000025,2028-04-08,2028-04-13,Second Class,Customer-0186,Customer-0186,Consumer,United States,Philadelphia,Texas,54049,West,PROD-5757,Office Supplies,Storage,Storage - Item 33,351.78,3,0.05,38.57,2028-04
80,OD-000025,2028-04-08,2028-04-12,First Class,Customer-0186,Customer-0186,Corporate,United States,New York,California,79166,West,PROD-1146,Office Supplies,Labels,Labels - Item 15,751.9,8,0.1,89.22,2028-04
81,OD-000025,2028-04-08,2028-04-09,Second Class,Customer-0186,Customer-0186,Consumer,United States,Chicago,Illinois,90201,South,PROD-7318,Technology,Copiers,Copiers - Item 65,211.63,2,0.1,86.67,2028-04
82,OD-000026,2030-04-10,2030-04-11,Standard Class,Customer-0246,Customer-0246,Consumer,United States,Phoenix,Texas,94607,South,PROD-7160,Office Supplies,Storage,Storage - Item 71,123.14,1,0.1,1.08,2030-04
83,OD-000026,2030-04-10,2030-04-11,First Class,Customer-0246,Customer-0246,Consumer,United States,New York,New York,46413,East,PROD-7314,Technology,Phones,Phones - Item 25,676.51,3,0.2,107.11,2030-04
84,OD-000027,2032-04-05,2032-04-06,First Class,Customer-0637,Customer-0637,Home Office,United States,Philadelphia,New York,10717,East,PROD-5434,Office Supplies,Supplies,Supplies - Item 19,856.42,3,0.1,-31.08,2032-04
85,OD-000027,2032-04-05,2032-04-11,Standard Class,Customer-0637,Customer-0637,Corporate,United States,Chicago,California,61759,West,PROD-4719,Furniture,Tables,Tables - Item 22,484.47,9,0.15,161.98,2032-04
86,OD-000027,2032-04-05,2032-04-09,Standard Class,Customer-0637,Customer-0637,Consumer,United States,Phoenix,California,57937,East,PROD-3604,Furniture,Bookcases,Bookcases - Item 79,239.23,3,0.1,-32.5,2032-04
87,OD-000027,2032-04-05,2032-04-11,Same Day,Customer-0637,Customer-0637,Home Office,United States,San Antonio,Pennsylvania,32010,South,PROD-7003,Furniture,Chairs,Chairs - Item 75,660.16,2,0.0,43.31,2032-04
88,OD-000027,2032-04-05,2032-04-09,Second Class,Customer-0637,Customer-0637,Consumer,United States,San Diego,Texas,64319,East,PROD-6255,Furniture,Tables,Tables - Item 73,587.88,5,0.2,37.55,2032-04
89,OD-000028,2026-12-14,2026-12-15,First Class,Customer-0268,Customer-0268,Corporate,United States,Phoenix,California,86502,Central,PROD-2812,Office Supplies,Supplies,Supplies - Item 64,776.56,5,0.2,108.1,2026-12
90,OD-000028,2026-12-14,2026-12-16,Same Day,Customer-0268,Customer-0268,Corporate,United States,Phoenix,Arizona,49178,West,PROD-3575,Furniture,Furnishings,Furnishings - Item 8,592.62,9,0.2,3.73,2026-12
91,OD-000028,2026-12-14,2026-12-20,Second Class,Customer-0268,Customer-0268,Corporate,United States,Houston,Illinois,31839,East,PROD-4801,Furniture,Furnishings,Furnishings - Item 2,142.31,3,0.05,62.69,2026-12
92,OD-000028,2026-12-14,2026-12-20,Same Day,Customer-0268,Customer-0268,Consumer,United States,San Diego,Pennsylvania,38453,East,PROD-5334,Furniture,Furnishings,Furnishings - Item 67,939.68,1,0.2,156.48,2026-12
93,OD-000028,2026-12-14,2026-12-19,Second Class,Customer-0268,Customer-0268,Corporate,United States,Phoenix,Illinois,37526,West,PROD-4046,Technology,Copiers,Copiers - Item 53,816.79,4,0.15,143.42,2026-12
94,OD-000029,2020-04-19,2020-04-22,First Class,Customer-0643,Customer-0643,Consumer,United States,Houston,California,43457,South,PROD-3103,Furniture,Bookcases,Bookcases - Item 59,519.06,7,0.2,156.35,2020-04
95,OD-000029,2020-04-19,2020-04-21,Same Day,Customer-0643,Customer-0643,Home Office,United States,New York,Pennsylvania,96908,South,PROD-6669,Furniture,Chairs,Chairs - Item 48,828.39,3,0.2,66.46,2020-04
96,OD-000029,2020-04-19,2020-04-24,Standard Class,Customer-0643,Customer-0643,Consumer,United States,Chicago,Texas,86234,Central,PROD-3964,Technology,Accessories,Accessories - Item 54,570.52,5,0.1,-46.06,2020-04
97,OD-000029,2020-04-19,2020-04-25,Same Day,Customer-0643,Customer-0643,Corporate,United States,New York,California,75206,Central,PROD-4839,Office Supplies,Storage,Storage - Item 58,567.76,5,0.2,50.58,2020-04
98,OD-000029,2020-04-19,2020-04-22,Standard Class,Customer-0643,Customer-0643,Consumer,United States,Phoenix,Texas,18210,Central,PROD-4521,Furniture,Bookcases,Bookcases - Item 74,147.05,9,0.15,92.37,2020-04
99,OD-000030,2021-12-18,2021-12-21,Standard Class,Customer-0237,Customer-0237,Corporate,United States,Houston,Pennsylvania,15232,West,PROD-4539,Technology,Accessories,Accessories - Item 38,597.23,2,0.1,119.38,2021-12
100,OD-000030,2021-12-18,2021-12-20,Same Day,Customer-0237,Customer-0237,Home Office,United States,Chicago,Arizona,46182,East,PROD-1570,Office Supplies,Supplies,Supplies - Item 89,652.15,6,0.1,136.95,2021-12
101,OD-000030,2021-12-18,2021-12-22,Standard Class,Customer-0237,Customer-0237,Home Office,United States,San Diego,Texas,71845,West,PROD-8086,Furniture,Furnishings,Furnishings - Item 81,838.99,2,0.15,121.35,2021-12
102,OD-000030,2021-12-18,2021-12-19,First Class,Customer-0237,Customer-0237,Home Office,United States,Chicago,Texas,96795,South,PROD-2141,Technology,Phones,Phones - Item 20,961.31,3,0.15,72.12,2021-12
103,OD-000031,2026-01-02,2026-01-04,Same Day,Customer-0530,Customer-0530,Corporate,United States,Los Angeles,Illinois,34519,South,PROD-7055,Furniture,Chairs,Chairs - Item 43,61.47,8,0.2,55.83,2026-01
104,OD-000031,2026-01-02,2026-01-08,Standard Class,Customer-0530,Customer-0530,Home Office,United States,San Diego,Pennsylvania,88653,Central,PROD-3566,Office Supplies,Storage,Storage - Item 80,864.37,8,0.1,134.36,2026-01
105,OD-000031,2026-01-02,2026-01-03,First Class,Customer-0530,Customer-0530,Home Office,United States,Houston,Arizona,92384,Central,PROD-4294,Furniture,Tables,Tables - Item 57,470.36,5,0.15,36.88,2026-01
106,OD-000032,2024-08-09,2024-08-11,Second Class,Customer-0552,Customer-0552,Consumer,United States,Chicago,Pennsylvania,44314,West,PROD-7065,Technology,Copiers,Copiers - Item 71,218.69,2,0.1,67.28,2024-08
107,OD-000032,2024-08-09,2024-08-15,Same Day,Customer-0552,Customer-0552,Corporate,United States,San Diego,Texas,55838,East,PROD-4155,Furniture,Chairs,Chairs - Item 3,985.45,9,0.15,19.59,2024-08
108,OD-000033,2026-07-10,2026-07-14,Standard Class,Customer-0021,Customer-0021,Corporate,United States,Philadelphia,Texas,54254,West,PROD-7079,Technology,Accessories,Accessories - Item 38,866.01,8,0.05,157.33,2026-07
109,OD-000033,2026-07-10,2026-07-13,Same Day,Customer-0021,Customer-0021,Corporate,United States,San Diego,Pennsylvania,20692,South,PROD-2289,Furniture,Tables,Tables - Item 40,310.59,8,0.1,-49.21,2026-07
110,OD-000033,2026-07-10,2026-07-14,Second Class,Customer-0021,Customer-0021,Home Office,United States,New York,New York,95238,Central,PROD-8657,Office Supplies,Supplies,Supplies - Item 57,718.03,5,0.05,64.61,2026-07
111,OD-000033,2026-07-10,2026-07-15,Standard Class,Customer-0021,Customer-0021,Corporate,United States,Chicago,Texas,55991,East,PROD-6518,Furniture,Bookcases,Bookcases - Item 15,54.51,7,0.2,197.36,2026-07
112,OD-000033,2026-07-10,2026-07-11,Same Day,Customer-0021,Customer-0021,Corporate,United States,Chicago,Arizona,64353,East,PROD-1446,Furniture,Chairs,Chairs - Item 76,488.35,3,0.15,40.35,2026-07
113,OD-000034,2021-09-02,2021-09-03,Standard Class,Customer-0911,Customer-0911,Corporate,United States,Chicago,Arizona,90059,West,PROD-1269,Office Supplies,Supplies,Supplies - Item 95,408.75,7,0.0,135.4,2021-09
114,OD-000034,2021-09-02,2021-09-05,Second Class,Customer-0911,Customer-0911,Home Office,United States,Philadelphia,California,91972,West,PROD-6570,Technology,Phones,Phones - Item 28,495.86,6,0.05,175.8,2021-09
115,OD-000034,2021-09-02,2021-09-07,Second Class,Customer-0911,Customer-0911,Home Office,United States,San Diego,Pennsylvania,35805,South,PROD-5482,Office Supplies,Storage,Storage - Item 59,344.11,5,0.15,118.19,2021-09
116,OD-000034,2021-09-02,2021-09-03,First Class,Customer-0911,Customer-0911,Corporate,United States,Phoenix,California,56675,Central,PROD-5478,Furniture,Chairs,Chairs - Item 22,754.16,2,0.0,106.83,2021-09
117,OD-000035,2023-12-12,2023-12-17,Standard Class,Customer-0737,Customer-0737,Corporate,United States,San Diego,California,81386,East,PROD-8446,Furniture,Tables,Tables - Item 46,613.84,7,0.2,66.57,2023-12
118,OD-000035,2023-12-12,2023-12-13,Standard Class,Customer-0737,Customer-0737,Home Office,United States,Los Angeles,Pennsylvania,66830,East,PROD-4357,Furniture,Chairs,Chairs - Item 13,771.75,2,0.2,118.6,2023-12
119,OD-000036,2019-07-09,2019-07-10,Same Day,Customer-0867,Customer-0867,Corporate,United States,Houston,Texas,88388,Central,PROD-8069,Furniture,Bookcases,Bookcases - Item 33,854.45,9,0.0,149.0,2019-07
120,OD-000036,2019-07-09,2019-07-12,Second Class,Customer-0867,Customer-0867,Consumer,United States,San Diego,Texas,73627,East,PROD-4308,Technology,Phones,Phones - Item 78,915.82,8,0.1,-6.63,2019-07
121,OD-000036,2019-07-09,2019-07-10,First Class,Customer-0867,Customer-0867,Corporate,United States,Philadelphia,Illinois,38810,Central,PROD-8850,Technology,Copiers,Copiers - Item 95,775.04,5,0.2,158.77,2019-07
122,OD-000037,2026-06-27,2026-06-30,First Class,Customer-0794,Customer-0794,Home Office,United States,San Diego,New York,33666,West,PROD-2874,Office Supplies,Paper,Paper - Item 28,601.32,6,0.1,-1.92,2026-06
123,OD-000037,2026-06-27,2026-07-01,Second Class,Customer-0794,Customer-0794,Corporate,United States,San Antonio,Arizona,66563,South,PROD-7320,Office Supplies,Storage,Storage - Item 43,346.37,4,0.05,129.01,2026-06
124,OD-000037,2026-06-27,2026-06-28,Same Day,Customer-0794,Customer-0794,Home Office,United States,Houston,Pennsylvania,81762,West,PROD-6869,Furniture,Bookcases,Bookcases - Item 56,448.37,1,0.05,35.85,2026-06
125,OD-000037,2026-06-27,2026-06-28,First Class,Customer-0794,Customer-0794,Corporate,United States,Houston,Pennsylvania,54523,Central,PROD-1183,Technology,Accessories,Accessories - Item 76,280.22,7,0.2,61.68,2026-06
